step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
2116,CASH_OUT,42482.42,C360348715,88389.61,45907.19,M237845214,27780.18,70262.6,1,1
2117,TRANSFER,1793.73,C968740524,23285.42,21491.69,M943603293,84657.1,86450.83,0,0
2118,PAYMENT,2040.85,C662673184,93233.46,91192.61,M831142710,21804.0,23844.85,0,0
2119,DEBIT,704.02,C570301053,6465.22,5761.2,M320447509,12665.09,13369.11,0,0
2120,TRANSFER,4741.41,C463764344,81038.35,76296.93,M678705564,42702.57,47443.98,0,0
2121,CASH_IN,3324.47,C232043499,87292.84,83968.37,M168911429,48409.83,51734.3,0,0
2122,PAYMENT,365.37,C943979901,22961.37,22596.0,M297271238,25985.33,26350.7,0,0
2123,CASH_IN,4290.94,C253847797,39647.93,35356.99,M329226199,2364.73,6655.67,0,0
2124,TRANSFER,4928.36,C655216107,83986.05,79057.69,M415180361,89789.1,94717.46,0,0
2125,CASH_IN,2025.01,C826285111,7095.38,5070.37,M102126469,50877.08,52902.09,0,0
2126,CASH_IN,785.94,C855450730,99118.13,98332.2,M946741427,19664.8,20450.74,0,0
2127,TRANSFER,3211.76,C507573567,70992.09,67780.33,M359478777,94624.68,97836.44,0,0
2128,CASH_IN,959.39,C786679843,72587.81,71628.42,M777800960,82191.23,83150.62,0,0
2129,PAYMENT,1085.29,C619073096,44654.35,43569.07,M652008977,93960.46,95045.74,0,0
2130,PAYMENT,3509.55,C297211462,28950.12,25440.57,M191663041,99464.7,102974.25,0,0
2131,CASH_IN,1253.7,C378322680,87092.42,85838.71,M348779428,62653.11,63906.82,0,0
2132,PAYMENT,13102.07,C341710555,97291.78,84189.71,M289857607,72914.17,86016.25,0,0
2133,CASH_OUT,646.85,C634391122,3557.92,2911.06,M846448076,45294.73,45941.58,0,0
2134,DEBIT,257.48,C762378505,22403.73,22146.25,M931118583,20910.02,21167.5,0,0
2135,TRANSFER,8120.1,C275720034,87477.49,79357.39,M508030550,20099.68,28219.78,0,0
2136,CASH_OUT,2463.04,C666370025,56849.41,54386.37,M801805458,91990.62,94453.66,0,0
2137,DEBIT,108.21,C612078830,62516.13,62407.92,M781478800,99659.79,99768.0,0,0
2138,CASH_IN,1017.75,C368481423,40166.06,39148.31,M844674105,46245.13,47262.88,0,0
2139,PAYMENT,815.09,C498100902,83967.11,83152.02,M612964868,95391.26,96206.35,0,0
2140,CASH_IN,99.17,C246350553,39873.5,39774.34,M560007774,98327.61,98426.78,0,0
2141,PAYMENT,4733.69,C661949169,38754.82,34021.14,M950234742,38169.74,42903.43,0,0
2142,CASH_OUT,1957.46,C794022059,4353.63,2396.17,M799871976,65065.77,67023.23,0,0
2143,TRANSFER,2522.83,C307081871,37747.59,35224.76,M549469765,48312.03,50834.86,0,0
2144,PAYMENT,43.9,C940354936,93534.95,93491.05,M813415533,80255.0,80298.9,0,0
2145,CASH_IN,480.65,C515460705,70542.65,70062.01,M855888569,64219.47,64700.11,0,0
2146,CASH_OUT,4099.55,C984235563,34263.34,30163.79,M966307466,55388.89,59488.44,0,0
2147,TRANSFER,3319.03,C557694525,65786.65,62467.62,M520287356,60381.07,63700.1,0,0
2148,CASH_OUT,2841.53,C423153888,82002.23,79160.7,M692339863,67561.87,70403.4,0,0
2149,CASH_IN,809.9,C753637237,18442.12,17632.21,M886863931,54230.38,55040.28,0,0
2150,TRANSFER,57.15,C231692754,8181.52,8124.37,M325937811,12370.15,12427.3,0,0
2151,CASH_IN,691.02,C416500163,61857.72,61166.7,M592062085,15914.12,16605.14,0,0
2152,DEBIT,861.32,C714764479,31905.65,31044.33,M609259530,74409.97,75271.29,0,0
2153,CASH_IN,2801.69,C455299884,57859.74,55058.06,M167333264,13131.13,15932.82,0,0
2154,CASH_OUT,2970.19,C692001935,33959.25,30989.06,M410512893,77172.59,80142.78,0,0
2155,TRANSFER,520.42,C523284571,92840.4,92319.98,M167252421,70684.7,71205.13,0,0
2156,TRANSFER,2324.59,C763537846,37016.26,34691.67,M577245580,74565.08,76889.68,0,0
2157,TRANSFER,292.09,C922787158,61238.81,60946.73,M104437025,67263.67,67555.76,0,0
2158,PAYMENT,784.14,C949195593,94957.7,94173.55,M316183218,743.9,1528.04,0,0
2159,TRANSFER,1050.26,C561553980,89350.28,88300.02,M423572115,37301.39,38351.65,0,0
2160,DEBIT,2121.73,C299060951,16182.98,14061.25,M465273320,98678.32,100800.05,0,0
2161,CASH_OUT,851.95,C301619512,9691.05,8839.1,M457768410,7299.81,8151.76,0,0
2162,CASH_IN,2805.13,C705747124,92856.44,90051.31,M195776249,3365.58,6170.71,0,0
2163,TRANSFER,11100.05,C977271461,71501.83,60401.79,M536631140,70666.27,81766.32,0,0
2164,CASH_OUT,1415.93,C805394031,30181.45,28765.52,M370695985,39335.65,40751.58,0,0
2165,DEBIT,2069.79,C567451689,38407.59,36337.8,M596318729,45813.5,47883.29,0,0
2166,CASH_IN,424.63,C332159940,95314.01,94889.38,M867396727,63321.66,63746.29,0,0
2167,PAYMENT,30.63,C689686677,53908.91,53878.28,M389653495,43748.82,43779.45,0,0
2168,CASH_OUT,2387.11,C371771808,52885.59,50498.48,M699814669,87435.6,89822.71,0,0
2169,PAYMENT,1667.8,C813234914,98403.39,96735.59,M624959329,47310.03,48977.84,0,0
2170,DEBIT,46.98,C936225400,48805.7,48758.72,M701204359,72376.04,72423.02,0,0
2171,TRANSFER,4151.79,C165601694,53091.15,48939.37,M651083168,47584.95,51736.74,0,0
2172,CASH_OUT,2132.39,C851288792,76508.65,74376.26,M458144856,33527.78,35660.17,0,0
2173,TRANSFER,715.56,C711171871,45250.51,44534.94,M259331813,4846.0,5561.56,0,0
2174,CASH_OUT,4233.01,C386661706,82136.36,77903.35,M784137557,61055.01,65288.03,0,0
2175,TRANSFER,2147.03,C990606508,70677.26,68530.22,M467346099,89898.74,92045.78,0,0
2176,CASH_OUT,1181.33,C312361224,4329.86,3148.53,M254134055,31755.2,32936.52,0,0
2177,DEBIT,1117.18,C817016566,94238.52,93121.35,M318069735,30869.06,31986.24,0,0
2178,DEBIT,349.37,C734310116,21703.18,21353.81,M202832111,56018.95,56368.32,0,0
2179,CASH_IN,4332.07,C787847857,97091.13,92759.06,M823303551,43185.81,47517.88,0,0
2180,TRANSFER,263.74,C316949275,75138.68,74874.94,M729265257,61761.97,62025.7,0,0
2181,CASH_IN,3560.64,C959020129,62961.75,59401.11,M966850410,66112.45,69673.09,0,0
2182,PAYMENT,1397.96,C766443383,49371.73,47973.76,M497702812,27230.35,28628.31,0,0
2183,PAYMENT,632.57,C499533214,99113.58,98481.01,M849511221,2778.87,3411.44,0,0
2184,TRANSFER,970.43,C718132701,99524.62,98554.19,M200137536,46479.49,47449.92,0,0
2185,CASH_IN,2493.69,C337674922,12888.81,10395.11,M287681211,60526.59,63020.29,0,0
2186,PAYMENT,873.32,C909909331,54467.74,53594.42,M555951411,49674.55,50547.87,0,0
2187,PAYMENT,1666.11,C840382331,69372.15,67706.04,M940811467,95526.84,97192.95,0,0
2188,TRANSFER,4225.37,C380738252,73095.18,68869.82,M699378124,57715.55,61940.92,0,0
2189,PAYMENT,5523.47,C788391367,96375.83,90852.36,M495155992,86379.72,91903.19,0,0
2190,TRANSFER,391.75,C725466255,51847.81,51456.06,M141249116,15803.12,16194.87,0,0
2191,CASH_OUT,1524.64,C596353623,15658.2,14133.56,M481971907,18063.71,19588.35,0,0
2192,DEBIT,2141.28,C963795120,29358.59,27217.31,M704692346,96027.86,98169.14,0,0
2193,TRANSFER,1937.68,C451553945,58472.4,56534.72,M648304414,90190.68,92128.36,0,0
2194,CASH_IN,407.73,C191951124,96443.64,96035.91,M269550011,48958.55,49366.27,0,0
2195,CASH_IN,1839.54,C670073430,86589.1,84749.56,M678872469,90938.49,92778.03,0,0
2196,CASH_OUT,285.43,C853677270,56210.97,55925.54,M693606040,69646.08,69931.51,0,0
2197,PAYMENT,972.44,C553270729,79525.48,78553.04,M781577985,29163.39,30135.83,0,0
2198,PAYMENT,2370.96,C695094752,69956.94,67585.97,M417647854,71638.98,74009.95,0,0
2199,TRANSFER,1078.61,C532309311,3040.47,1961.86,M703228373,23362.02,24440.63,0,0
2200,CASH_OUT,284.06,C801335586,29485.57,29201.51,M404932317,51229.42,51513.48,0,0
2201,PAYMENT,1622.72,C646817464,77827.38,76204.66,M414388802,751.7,2374.42,0,0
2202,CASH_OUT,768.83,C993251586,35675.82,34906.99,M516563805,51651.99,52420.82,0,0
2203,CASH_IN,11718.47,C152724963,75133.96,63415.49,M408745212,13258.4,24976.86,0,0
2204,DEBIT,2048.56,C890627725,75210.46,73161.9,M161395395,16548.47,18597.03,0,0
2205,DEBIT,538.02,C679951125,34115.71,33577.7,M261011818,36736.76,37274.78,0,0
2206,CASH_OUT,2080.56,C157646704,1814.44,0.0,M650076446,1670.81,3751.38,0,0
2207,PAYMENT,1645.22,C619681042,47134.5,45489.28,M509616981,23491.06,25136.27,0,0
2208,TRANSFER,133.95,C743730364,99083.25,98949.3,M952200014,45710.96,45844.91,0,0
2209,TRANSFER,120.99,C498919016,88287.72,88166.73,M956201598,73826.71,73947.71,0,0
2210,TRANSFER,249.58,C495717759,15784.5,15534.93,M323730668,57740.6,57990.18,0,0
2211,DEBIT,801.02,C892961128,13887.43,13086.41,M481718767,9889.68,10690.7,0,0
2212,TRANSFER,3715.33,C314979777,81326.41,77611.07,M411066534,78655.39,82370.73,0,0
2213,DEBIT,1987.92,C731174560,11284.0,9296.08,M772090299,57491.34,59479.26,0,0
2214,DEBIT,4402.07,C285679693,52315.16,47913.09,M903389955,70852.13,75254.2,0,0
2215,DEBIT,138.96,C285720792,72656.42,72517.45,M317115836,34538.96,34677.92,0,0
2216,DEBIT,1026.7,C604493170,66709.75,65683.05,M972905684,40653.91,41680.61,0,0
2217,CASH_IN,1796.18,C208427075,25218.04,23421.86,M573829306,48971.07,50767.25,0,0
2218,DEBIT,2114.51,C382167335,87820.06,85705.54,M561853239,36973.74,39088.25,0,0
2219,CASH_OUT,2684.55,C171535137,12460.45,9775.9,M796871332,28552.99,31237.54,0,0
2220,CASH_IN,2989.44,C444149631,48532.72,45543.28,M169026946,37214.16,40203.6,0,0
2221,CASH_OUT,1517.6,C694443952,30022.75,28505.15,M946534806,76454.63,77972.23,0,0
2222,DEBIT,2837.32,C827150911,92344.9,89507.59,M979515495,2274.05,5111.37,0,0
2223,TRANSFER,3345.57,C319145594,85023.16,81677.59,M165901881,50946.33,54291.9,0,0
2224,DEBIT,2845.98,C706157969,61967.23,59121.26,M371246117,73125.56,75971.54,0,0
2225,CASH_OUT,119.1,C204076313,95734.55,95615.46,M509741426,81221.75,81340.85,0,0
2226,DEBIT,1143.36,C756113225,9659.12,8515.76,M116719276,4276.9,5420.26,0,0
2227,CASH_OUT,2998.16,C935292790,96814.71,93816.55,M254869741,9735.92,12734.08,0,0
2228,DEBIT,1270.65,C236026742,4510.24,3239.59,M741566536,20916.26,22186.91,0,0
2229,CASH_OUT,678.29,C710665541,62053.82,61375.53,M468916812,89831.49,90509.78,0,0
2230,TRANSFER,3725.51,C605728533,38357.03,34631.52,M241213898,23701.42,27426.94,0,0
2231,CASH_OUT,166.0,C725477736,8920.42,8754.42,M446994493,49755.92,49921.92,0,0
2232,DEBIT,2677.48,C698386671,24037.53,21360.05,M955836846,21035.43,23712.9,0,0
2233,DEBIT,648.51,C967363225,29264.67,28616.16,M715810892,64150.01,64798.52,0,0
2234,CASH_OUT,1011.81,C357573629,50474.74,49462.92,M421871072,87608.7,88620.51,0,0
2235,PAYMENT,661.85,C459340905,9330.66,8668.81,M942862852,67580.25,68242.1,0,0
2236,DEBIT,50.88,C154407436,69199.29,69148.4,M363880508,63362.37,63413.25,0,0
2237,DEBIT,4063.12,C700622638,60772.98,56709.86,M918884521,62359.58,66422.7,0,0
2238,CASH_OUT,1656.11,C537041501,83029.68,81373.57,M874944417,51524.18,53180.29,0,0
2239,CASH_OUT,50.85,C945851254,21896.76,21845.92,M664316361,73994.5,74045.35,0,0
2240,TRANSFER,575.2,C190154441,56884.64,56309.45,M315921729,49952.87,50528.07,0,0
2241,CASH_IN,21.34,C426054890,91398.78,91377.44,M915186155,67433.68,67455.02,0,0
2242,CASH_OUT,2772.86,C726419026,49764.32,46991.46,M373615067,86989.88,89762.74,0,0
2243,TRANSFER,845.78,C800122299,16425.76,15579.98,M726736057,86243.33,87089.12,0,0
2244,CASH_OUT,783.98,C535838233,36671.67,35887.68,M704412092,27055.4,27839.39,0,0
2245,CASH_IN,249.25,C544610938,19439.6,19190.35,M463929248,10763.72,11012.97,0,0
2246,CASH_OUT,3365.24,C298557178,64662.63,61297.39,M300921900,84641.27,88006.51,0,0
2247,DEBIT,2961.92,C837041582,10831.35,7869.44,M883271631,77707.99,80669.91,0,0
2248,CASH_OUT,1059.67,C498284327,49688.31,48628.64,M932307998,89962.38,91022.05,0,0
2249,PAYMENT,1084.12,C178866097,43366.0,42281.88,M437217776,92377.01,93461.14,0,0
2250,DEBIT,638.52,C361064443,47738.68,47100.15,M719619306,59030.13,59668.65,0,0
2251,TRANSFER,1549.38,C733820209,20140.77,18591.38,M829952151,78126.95,79676.34,0,0
2252,DEBIT,2594.29,C603472787,60746.57,58152.28,M292945559,74426.29,77020.58,0,0
2253,CASH_IN,733.54,C342815027,90551.25,89817.71,M190338204,78312.85,79046.39,0,0
2254,DEBIT,23.61,C785840882,34403.37,34379.77,M231949305,59424.01,59447.61,0,0
2255,TRANSFER,2760.06,C705364528,73705.58,70945.52,M698102200,98514.44,101274.5,0,0
2256,CASH_IN,1041.13,C231665347,3159.83,2118.69,M518707606,64109.52,65150.65,0,0
2257,DEBIT,707.69,C982109245,90187.9,89480.21,M119652092,35328.16,36035.85,0,0
2258,TRANSFER,1626.09,C733232816,46711.91,45085.82,M225599272,61380.91,63007.0,0,0
2259,TRANSFER,1065.9,C378800586,43286.41,42220.51,M207506623,27891.67,28957.57,0,0
2260,CASH_IN,4153.35,C682060728,24922.54,20769.19,M842683957,3562.81,7716.16,0,0
2261,CASH_IN,1919.36,C693250314,56473.06,54553.7,M604764552,88731.99,90651.35,0,0
2262,PAYMENT,40.19,C510468496,93601.51,93561.32,M270715576,24474.75,24514.94,0,0
2263,CASH_OUT,855.71,C188447714,88540.15,87684.44,M925164768,50487.66,51343.37,0,0
2264,TRANSFER,371.77,C880356143,53000.82,52629.05,M593475118,66804.2,67175.97,0,0
2265,CASH_IN,141.66,C210421475,27122.67,26981.01,M161058223,42166.24,42307.9,0,0
2266,TRANSFER,555.56,C651041844,89829.49,89273.94,M746984293,3652.81,4208.36,0,0
2267,PAYMENT,769.49,C833951186,10398.78,9629.29,M146153884,1352.64,2122.14,0,0
2268,CASH_IN,6988.17,C772471857,45700.67,38712.51,M293853234,54055.71,61043.87,0,0
2269,PAYMENT,3879.94,C611120833,55731.64,51851.7,M562151988,73663.85,77543.79,0,0
2270,TRANSFER,1234.03,C232924907,97164.09,95930.05,M217916185,34660.57,35894.6,0,0
2271,CASH_IN,6014.01,C481142191,78657.67,72643.66,M809221786,55812.48,61826.49,0,0
2272,CASH_OUT,4003.5,C768272549,84119.91,80116.4,M747613039,96495.28,100498.78,0,0
2273,PAYMENT,668.87,C650268528,48637.46,47968.59,M821839428,55.05,723.92,0,0
2274,DEBIT,1490.16,C719155581,65107.23,63617.06,M436858170,43962.44,45452.6,0,0
2275,CASH_IN,6031.38,C755921902,72638.61,66607.23,M974387244,30614.34,36645.72,0,0
2276,CASH_OUT,187.69,C993757748,38380.38,38192.7,M761451839,67555.58,67743.27,0,0
2277,DEBIT,1795.75,C841730921,52046.08,50250.33,M635900172,18935.79,20731.55,0,0
2278,CASH_OUT,8531.96,C606778072,86653.13,78121.17,M296827389,99076.11,107608.07,0,0
2279,DEBIT,13023.31,C911726507,25092.2,12068.9,M320970967,45290.78,58314.08,0,0
2280,CASH_OUT,2368.08,C891114667,86292.26,83924.18,M918514558,18330.43,20698.51,0,0
2281,CASH_OUT,1121.18,C537364752,64280.62,63159.44,M712270046,29191.27,30312.45,0,0
2282,CASH_OUT,4140.26,C547063708,59308.49,55168.23,M394831750,90391.07,94531.33,0,0
2283,TRANSFER,2190.17,C635193759,2204.54,14.37,M967849802,55676.23,57866.4,0,0
2284,TRANSFER,4400.03,C568491757,75518.64,71118.61,M384893189,49026.59,53426.62,0,0
2285,CASH_OUT,244.51,C948786965,42227.68,41983.16,M395896847,57304.92,57549.43,0,0
2286,CASH_IN,3261.86,C705858996,26823.23,23561.37,M584017213,68158.1,71419.96,0,0
2287,DEBIT,285.87,C708468109,13010.7,12724.82,M240024246,89057.26,89343.13,0,0
2288,CASH_IN,2996.09,C852828646,79645.0,76648.92,M970219160,51117.21,54113.29,0,0
2289,DEBIT,668.82,C332085592,33708.51,33039.69,M533842499,41432.83,42101.65,0,0
2290,DEBIT,2634.34,C919902933,25042.05,22407.71,M858729146,81510.76,84145.1,0,0
2291,DEBIT,7346.01,C542132499,10352.04,3006.03,M773642012,96920.14,104266.15,0,0
2292,TRANSFER,2681.39,C165303411,23234.81,20553.42,M899220765,54996.76,57678.15,0,0
2293,CASH_OUT,417.53,C659285251,29413.32,28995.79,M719293288,62351.34,62768.88,0,0
2294,DEBIT,1304.23,C348093035,40661.52,39357.28,M457535184,68655.51,69959.74,0,0
2295,PAYMENT,1073.22,C394133790,68545.46,67472.24,M151351054,71945.44,73018.66,0,0
2296,CASH_IN,2427.77,C293179688,79588.54,77160.78,M582853820,44893.92,47321.68,0,0
2297,DEBIT,2267.97,C798844469,1600.63,0.0,M365593557,44205.23,46473.21,0,0
2298,TRANSFER,269.99,C559577676,82382.95,82112.96,M320424774,43774.72,44044.71,0,0
2299,PAYMENT,1224.99,C312622549,65026.09,63801.1,M177455906,95286.14,96511.13,0,0
2300,DEBIT,26.44,C667385760,34974.79,34948.35,M427049819,55590.07,55616.51,0,0
2301,TRANSFER,4643.53,C726397660,37358.62,32715.09,M743591940,93801.97,98445.5,0,0
2302,PAYMENT,159.49,C277912367,65914.06,65754.57,M577173313,73705.14,73864.63,0,0
2303,CASH_OUT,723.45,C173609419,9071.4,8347.94,M276675632,48408.15,49131.61,0,0
2304,DEBIT,1371.39,C907234046,10101.52,8730.13,M378534627,40922.19,42293.58,0,0
2305,DEBIT,491.56,C338783401,7560.6,7069.04,M886644688,50718.57,51210.13,0,0
2306,TRANSFER,3266.06,C870533402,33334.08,30068.01,M740371242,57852.54,61118.6,0,0
2307,PAYMENT,2292.66,C890779562,44423.06,42130.41,M714164118,25014.96,27307.62,0,0
2308,DEBIT,548.98,C886118170,25775.0,25226.01,M565401238,15026.91,15575.9,0,0
2309,DEBIT,2242.76,C795561388,22829.3,20586.54,M301105136,86278.48,88521.24,0,0
2310,DEBIT,2984.48,C204317511,42142.66,39158.18,M408195266,70747.28,73731.75,0,0
2311,CASH_OUT,785.66,C602834151,90306.14,89520.48,M137795700,31176.52,31962.17,0,0
2312,CASH_IN,1260.4,C246316567,15034.99,13774.58,M731085557,84489.36,85749.76,0,0
2313,TRANSFER,3826.46,C786154529,14136.02,10309.56,M630465923,7304.44,11130.9,0,0
2314,CASH_IN,837.24,C956365821,89633.26,88796.03,M808419741,30753.17,31590.4,0,0
2315,DEBIT,1064.29,C143294843,61525.51,60461.22,M960147453,22655.46,23719.75,0,0
2316,TRANSFER,432.16,C218448297,74736.32,74304.15,M377326005,15856.87,16289.03,0,0
2317,DEBIT,592.35,C677424353,55781.67,55189.32,M319670328,26169.65,26762.0,0,0
2318,PAYMENT,2145.08,C515472423,27289.0,25143.92,M518231764,62700.3,64845.39,0,0
2319,PAYMENT,931.45,C269898715,25618.88,24687.43,M575267873,22562.56,23494.0,0,0
2320,CASH_IN,1512.71,C202648461,97418.29,95905.58,M692855805,70592.71,72105.42,0,0
2321,CASH_OUT,3222.64,C712336702,66563.13,63340.49,M293488235,49421.9,52644.54,0,0
2322,TRANSFER,2202.0,C267226620,68397.6,66195.6,M383930490,9977.07,12179.07,0,0
2323,PAYMENT,3061.79,C988573608,23450.76,20388.98,M849325203,60196.06,63257.85,0,0
2324,TRANSFER,2131.0,C399967012,37237.02,35106.03,M100974298,27936.66,30067.66,0,0
2325,PAYMENT,1775.18,C646643585,14906.03,13130.84,M328765423,38982.23,40757.41,0,0
2326,DEBIT,4208.21,C231030849,46263.11,42054.9,M549860302,40768.78,44976.99,0,0
2327,CASH_IN,2229.61,C883872228,36134.88,33905.27,M162564760,43519.62,45749.24,0,0
2328,CASH_OUT,1274.32,C147115420,1177.79,0.0,M648444298,24796.84,26071.16,0,0
2329,CASH_IN,2516.69,C291555513,45559.15,43042.46,M745868862,2934.85,5451.55,0,0
2330,DEBIT,56.89,C331577830,43017.77,42960.88,M192245006,46823.74,46880.63,0,0
2331,CASH_IN,713.12,C936402385,40543.74,39830.62,M403041409,15390.46,16103.58,0,0
2332,TRANSFER,160.99,C241772158,98508.44,98347.45,M148011989,96330.08,96491.07,0,0
2333,PAYMENT,2851.62,C441352709,21265.07,18413.45,M189655364,45656.3,48507.92,0,0
2334,DEBIT,1907.45,C333529602,56922.46,55015.01,M618020202,21749.32,23656.77,0,0
2335,PAYMENT,758.32,C703200686,33991.92,33233.6,M135404052,3156.89,3915.21,0,0
2336,PAYMENT,337.17,C506675296,74418.34,74081.16,M956412159,52311.36,52648.53,0,0
2337,TRANSFER,3092.87,C243793325,6677.75,3584.88,M227910648,78671.44,81764.31,0,0
2338,CASH_IN,684.36,C378735670,28697.7,28013.34,M396553362,29690.06,30374.42,0,0
2339,TRANSFER,249262.52,C392216053,71168.87,0.0,M253150395,82766.49,332029.01,1,0
2340,CASH_OUT,33.92,C842858458,24087.18,24053.26,M205078961,52879.43,52913.35,0,0
2341,DEBIT,1023.86,C501515345,75518.12,74494.26,M833165604,14442.6,15466.46,0,0
2342,PAYMENT,533.23,C856618423,74196.19,73662.96,M863467760,10490.62,11023.85,0,0
2343,TRANSFER,1765.55,C609439663,79843.64,78078.09,M773705994,98711.65,100477.2,0,0
2344,PAYMENT,2391.15,C636760587,43512.96,41121.81,M425092143,26606.83,28997.98,0,0
2345,TRANSFER,1356.55,C690382495,26562.39,25205.84,M953920478,54450.69,55807.24,0,0
2346,TRANSFER,1981.17,C271540703,87194.26,85213.08,M409207590,41099.06,43080.23,0,0
2347,CASH_OUT,20.09,C538683215,43114.58,43094.49,M637808064,87753.33,87773.42,0,0
2348,PAYMENT,201.43,C655138312,745.5,544.07,M241804141,50387.69,50589.12,0,0
2349,TRANSFER,4353.67,C915251962,96079.87,91726.2,M780365533,94876.33,99229.99,0,0
2350,CASH_IN,115.6,C864181073,51525.59,51409.99,M855275409,11390.55,11506.15,0,0
2351,DEBIT,1537.27,C657228663,8596.9,7059.63,M220000562,60621.79,62159.06,0,0
2352,CASH_IN,1661.11,C918926273,63113.68,61452.57,M671543588,72430.96,74092.06,0,0
2353,TRANSFER,115.5,C813652704,67591.27,67475.76,M356009577,19836.69,19952.19,0,0
2354,CASH_OUT,626.5,C263639833,62692.04,62065.54,M876422276,61439.08,62065.59,0,0
2355,CASH_IN,2865.68,C935772306,26625.65,23759.97,M551964755,71883.74,74749.43,0,0
2356,PAYMENT,649.81,C649024305,73699.48,73049.68,M669765786,25449.29,26099.1,0,0
2357,CASH_OUT,4776.33,C100668995,17423.18,12646.85,M879896190,1403.47,6179.8,0,0
2358,TRANSFER,1266.35,C508840635,81517.4,80251.05,M698393422,3299.36,4565.7,0,0
2359,DEBIT,1176.95,C572065250,87344.41,86167.46,M319375403,88379.26,89556.21,0,0
2360,CASH_IN,4065.84,C520191631,32620.57,28554.73,M263282736,17468.09,21533.93,0,0
2361,CASH_IN,726.91,C940784400,32373.47,31646.56,M372931530,77654.76,78381.66,0,0
2362,TRANSFER,845.12,C955228004,85918.27,85073.15,M790307766,63991.07,64836.18,0,0
2363,PAYMENT,2133.51,C436525295,61155.32,59021.81,M619614382,98152.01,100285.51,0,0
2364,CASH_IN,996.22,C947683812,37803.74,36807.51,M731303440,45343.01,46339.24,0,0
2365,TRANSFER,3757.41,C821410403,58697.26,54939.85,M446401014,58334.04,62091.44,0,0
2366,CASH_OUT,1039.69,C608319096,5396.62,4356.94,M318309587,32311.72,33351.4,0,0
2367,CASH_IN,325.78,C576369241,15681.21,15355.43,M907141493,5294.47,5620.25,0,0
2368,PAYMENT,2062.16,C480281401,97363.16,95301.01,M875235398,57048.1,59110.26,0,0
2369,PAYMENT,320.07,C366243978,94016.21,93696.13,M749450200,14367.52,14687.6,0,0
2370,DEBIT,1031.15,C167301181,42973.83,41942.68,M454251384,50087.35,51118.5,0,0
2371,TRANSFER,952.82,C368830295,50674.12,49721.3,M514388495,17521.15,18473.97,0,0
2372,CASH_IN,1284.85,C638527060,91802.66,90517.81,M822595245,35282.32,36567.17,0,0
2373,CASH_IN,3492.56,C902156802,27280.67,23788.11,M233520595,23831.65,27324.21,0,0
2374,DEBIT,89.56,C195148418,34504.31,34414.75,M678089565,95280.04,95369.6,0,0
2375,DEBIT,279.15,C265777131,7086.7,6807.55,M726151122,77457.85,77737.0,0,0
2376,DEBIT,693.08,C349558367,12342.61,11649.53,M436323386,94385.88,95078.97,0,0
2377,CASH_IN,439.8,C534290114,48243.17,47803.37,M499744598,81291.14,81730.95,0,0
2378,PAYMENT,46.45,C686462947,29724.03,29677.58,M153963939,86446.72,86493.17,0,0
2379,PAYMENT,3987.02,C204641198,86171.73,82184.71,M791710224,4632.07,8619.09,0,0
2380,PAYMENT,2592.33,C485384373,39274.86,36682.53,M917533263,2562.88,5155.21,0,0
2381,DEBIT,6356.76,C468051202,81591.08,75234.32,M760069015,27667.59,34024.35,0,0
2382,PAYMENT,315.91,C252266144,14919.73,14603.82,M924055637,84305.83,84621.74,0,0
2383,CASH_IN,276.65,C327946525,3693.39,3416.75,M108803050,56435.31,56711.96,0,0
2384,DEBIT,2657.3,C613881409,96466.42,93809.12,M219445826,99519.68,102176.98,0,0
2385,CASH_OUT,4318.9,C119363923,22033.74,17714.84,M128670037,57403.33,61722.23,0,0
2386,CASH_IN,1317.27,C240585821,96541.36,95224.09,M162053499,12630.62,13947.89,0,0
2387,CASH_IN,96.53,C440460583,1673.72,1577.19,M313944368,95039.24,95135.77,0,0
2388,CASH_OUT,4757.18,C266427679,82895.38,78138.21,M920720013,95650.97,100408.14,0,0
2389,CASH_OUT,225.16,C660466046,94880.9,94655.74,M438754778,23924.42,24149.58,0,0
2390,TRANSFER,3752.78,C601208798,45657.75,41904.97,M495649685,20998.96,24751.74,0,0
2391,CASH_OUT,2357.48,C796559394,95191.58,92834.1,M298471189,35020.0,37377.48,0,0
2392,CASH_IN,2847.98,C491973279,17946.55,15098.57,M610324839,33457.35,36305.33,0,0
2393,PAYMENT,587.21,C619851247,74757.83,74170.62,M850794877,10316.32,10903.52,0,0
2394,PAYMENT,1198.71,C237605405,55725.46,54526.76,M688668479,62079.38,63278.09,0,0
2395,CASH_OUT,6060.36,C605603779,46373.14,40312.78,M431519831,67689.62,73749.98,0,0
2396,TRANSFER,109.23,C866077508,63944.02,63834.78,M743029658,91590.01,91699.24,0,0
2397,TRANSFER,261.13,C529001679,87385.33,87124.2,M818515483,81646.63,81907.76,0,0
2398,DEBIT,2373.14,C978084078,84906.54,82533.4,M556710096,23387.98,25761.12,0,0
2399,CASH_IN,6859.03,C958504479,98097.54,91238.51,M165469543,35364.52,42223.55,0,0
2400,DEBIT,2205.08,C657089026,34183.17,31978.09,M464883558,15954.16,18159.24,0,0
2401,CASH_OUT,1726.5,C759570064,73812.31,72085.81,M825240628,22069.77,23796.27,0,0
